Jugador;País;Posc;Equipo;Liga;Edad;PJ;PG;PE;PP;Puntosjugador;Pts;Titular;Suplente;Mín;90 s;Gls;GC;Ass;G-TP;T.Penalti;Penal.Anotado;TA;TR;xG;xAG;Avances;Pases.Peligrosos;Pases.Recibidos;Valor Mercado (millones de e);Salario semanal;Salario anual;Dis;G/T;G-xG;Posesion;Regates;RegatesExt;RegExitosos%;DesafiosDef;DesafExt%;DisBloq;Intercep;Despejes;onG;onGC;Dentro-Fuera;Dentro-Fuera_xG
Andre Brooks;ENG;CC;Sheffield Utd;PremierLeague;19;20;3;7;28;0,25;16;12;8;938;10,4;0;104;0;0;0;0;1;0;0,4;0,1;12;18;22;0,8;15000;780000;9;0;-0,4;35,8;25;13;52;21;42,9;1;14;20;5;29;-0,67;0,1
Radamel Falcao;COL;DL;Rayo Vallecano;LaLiga;37;22;8;14;16;0,87;38;2;20;407;4,5;1;48;0;0;1;1;4;0;2,7;0,3;7;7;23;0,5;23077;1200000;16;0;-1,7;49,4;8;3;37,5;3;33,3;0;3;4;7;7;0,57;0,36
Fali;ESP;DF;Cádiz;LaLiga;29;30;6;15;17;0,9;33;30;0;2547;28,3;0;55;0;0;0;0;12;0;0,8;0,1;16;82;10;2;15000;780000;11;0;-0,8;43,3;5;3;60;36;58,3;24;27;120;20;39;0,36;-0,33
André Ferreira;POR;PO;Granada;LaLiga;27;15;4;9;25;0,33;21;14;1;1340;14,9;0;79;0;0;0;0;1;0;0;0;0;0;0;2,5;2308;120000;0;;0;45,6;0;0;;1;0;0;0;9;12;29;-0,1;-0,03
Ansu Fati;ESP;CC;Brighton;PremierLeague;20;19;12;12;14;2,33;48;3;3;521;5,8;2;62;0;2;0;0;2;0;3,4;0,8;16;28;50;25;160000;8320000;26;0,08;-1,4;59,8;18;5;27,8;1;0;0;0;0;2;0;2,72;2,96
André Gomes;POR;CC;Everton;PremierLeague;30;12;13;9;16;0,92;42;3;9;508;5,6;1;51;0;1;0;0;4;0;0,3;0,4;8;36;29;2;112308;5840000;8;0,13;0,7;40,8;12;3;25;13;23,1;1;3;4;6;7;0,13;-0,38
André Onana;CMR;PO;Manchester Utd;PremierLeague;27;38;18;6;14;1,58;60;38;0;3420;38;0;58;0;0;0;0;5;0;0;0,1;1;5;0;35;120000;6240000;0;;0;50,6;1;1;100;2;100;0;0;11;57;58;;
Luiz Felipe;ITA;DF;Betis;LaLiga;26;4;14;15;9;1,75;57;4;0;360;4;0;45;0;0;0;0;1;0;0,1;0,2;0;4;0;;;;2;0;-0,1;50,4;0;0;;5;80;4;4;16;5;5;-0,09;-0,52
Andreas Pereira;BRA;CC;Fulham;PremierLeague;27;37;13;8;17;1,19;47;34;3;2613;29;3;61;7;3;0;0;6;0;4,6;7,1;56;138;125;20;50000;2600000;52;0,06;-1,6;50,6;41;19;46,3;41;26,8;2;4;12;39;40;0,52;0,84
Kiko Femenía;ESP;DF;Villarreal;LaLiga;32;23;14;11;13;1,52;53;16;7;1583;17,6;0;65;0;0;0;0;8;1;0;0,6;46;100;45;1,5;19231;1000000;1;0;0;49,6;11;6;54,5;34;55,9;6;31;45;31;19;1,27;0,49
Mario Hermoso;ESP;DF;Atlético Madrid;LaLiga;28;31;24;4;10;1,94;76;29;2;2557;28,4;0;43;1;0;0;0;9;0;1,4;0,8;39;177;61;10;160192;8330000;17;0;-1,4;50,8;20;11;55;51;54,9;9;30;93;55;34;0,11;-0,32
Andrei Ratiu;ROU;DF;Rayo Vallecano;LaLiga;25;12;8;14;16;0,58;38;6;6;630;7;0;48;0;0;0;0;1;0;0,3;0,6;28;19;25;;9615;500000;6;0;-0,3;49,4;29;13;44,8;15;53,3;1;0;12;3;12;-0,96;-0,83
Andrés Guardado;MEX;CC;Betis;LaLiga;36;12;14;15;9;1,58;57;4;8;447;5;0;45;0;0;0;0;2;0;0,1;0,2;5;36;6;;26923;1400000;5;0;-0,1;50,4;7;6;85,7;14;50;2;6;5;5;4;0,14;0,45
Raúl Fernández;ESP;PO;Granada;LaLiga;35;4;4;9;25;0,75;21;4;0;280;3,1;0;79;0;0;0;0;0;0;0;0;0;0;0;0,3;11346;590000;0;;0;45,6;0;0;;1;0;0;0;1;8;11;0,12;-0,74
Andrew Omobamidele;IRL;DF;Nott'ham Forest;PremierLeague;21;11;9;9;20;0,73;32;8;3;783;8,7;0;67;0;0;0;0;2;0;0,1;0,1;1;8;0;;35000;1820000;1;0;-0,1;40,6;0;0;;8;62,5;8;13;42;12;15;0,17;-0,02
Valery Fernández;ESP;CC;Girona;LaLiga;23;27;25;6;7;2;81;2;25;506;5,6;2;46;0;2;0;0;1;0;0,7;0,8;20;12;54;2;6923;360000;5;0,4;1,3;56,9;19;7;36,8;8;75;1;1;4;11;10;-1;-0,78
Andrew Robertson;SCO;DF;Liverpool;PremierLeague;29;23;24;10;4;2,04;82;18;5;1693;18,8;3;41;2;3;0;0;2;0;1,9;5,4;63;140;130;;100000;5200000;12;0,25;1,1;61,3;17;5;29,4;43;60,5;6;13;40;43;22;-0,13;0,17
Fernando;ESP;PO;Almería;LaLiga;33;4;3;12;23;1;21;4;0;360;4;0;75;0;0;0;0;0;0;0;0;0;0;0;2;53846;2800000;0;;0;46,4;0;0;;0;;0;0;2;11;10;1,22;-0,09
Axel Witsel;BEL;DF;Atlético Madrid;LaLiga;34;35;24;4;10;2,09;76;30;5;2783;30,9;2;43;0;2;0;0;5;0;1;0,3;17;89;8;5;160192;8330000;7;0,29;1;50,8;8;5;62,5;24;70,8;21;16;119;52;31;-0,17;-0,89
Gabriel Paulista;BRA;DF;Atlético Madrid;LaLiga;32;5;24;4;10;0,8;76;5;0;405;4,5;0;43;0;0;0;0;1;0;0,2;0,1;1;7;0;2;50000;2600000;1;0;-0,2;50,8;0;0;;4;75;3;4;27;4;7;-1,56;0,38
Pablo Fornals;ESP;DL;Betis;LaLiga;27;15;14;15;9;1,47;57;14;1;1148;12,8;3;45;2;3;0;0;2;0;1,8;1,6;37;89;82;6;60000;3120000;17;0,18;1,2;50,4;26;11;42,3;22;54,5;0;22;10;22;20;0,12;-0,29
Héctor Fort;ESP;DF;Barcelona;LaLiga;16;7;26;7;5;2,57;85;4;3;318;3,5;0;44;2;0;0;0;0;0;0;0,8;3;7;38;;;;1;0;0;64,3;7;3;42,9;10;40;0;2;4;9;2;1,17;-0,28
Andros Townsend;ENG;CC;Luton Town;PremierLeague;32;27;6;8;24;0,78;26;14;13;1210;13,4;1;85;3;1;0;0;1;0;1,2;1,3;47;35;71;0,8;12500;650000;20;0,05;-0,2;42,4;34;16;47,1;27;48,1;0;5;10;16;27;0,08;-0,21
Dimitri Foulquier;FRA;DF;Valencia;LaLiga;30;33;13;10;15;1,36;49;19;14;1842;20,5;0;45;0;0;0;0;3;0;0,6;1,2;42;72;64;2;35962;1870000;7;0;-0,6;44,3;45;22;48,9;26;69,2;1;16;49;20;22;0,07;-0,36
Koke;ESP;CC;Atlético Madrid;LaLiga;31;35;24;4;10;2,06;76;32;3;2493;27,7;0;43;4;0;0;0;5;0;0,4;3,6;26;212;26;12;307692;16000000;10;0;-0,4;50,8;11;5;45,5;79;45,6;12;16;34;51;33;-0,22;0,13
Juan Foyth;ARG;DF;Villarreal;LaLiga;25;12;14;11;13;1;53;12;0;1062;11,8;1;65;1;1;0;0;1;0;0,4;0,9;19;51;28;25;38462;2000000;6;0,17;0,6;49,6;27;20;74,1;27;44,4;4;12;44;15;20;-0,61;-0,02
Jorge de Frutos;ESP;DL;Rayo Vallecano;LaLiga;26;36;8;14;16;0,97;38;14;22;1549;17,2;2;48;0;2;0;0;1;0;2,6;1,4;42;40;144;5;15385;800000;29;0,07;-0,6;49,4;49;15;30,6;22;31,8;0;7;18;12;21;-0,04;0,26
Angelo Ogbonna;ITA;DF;West Ham;PremierLeague;35;11;14;10;14;1,82;52;7;4;635;7,1;0;74;0;0;0;0;1;0;0;0;2;4;0;0,8;70000;3640000;1;0;0;41,1;1;1;100;7;85,7;10;3;29;12;14;0,1;0,02
Matteo Gabbia;ITA;DF;Villarreal;LaLiga;23;7;14;11;13;1,43;53;6;1;477;5,3;0;65;0;0;0;0;2;0;0;0,1;1;9;0;5;32115;1670000;0;;0;49,6;0;0;;8;62,5;2;8;36;8;10;-0,44;-0,56
Anis Ben Slimane;TUN;CC;Sheffield Utd;PremierLeague;22;15;3;7;28;0,33;16;4;11;419;4,7;0;104;0;0;0;0;2;0;0,8;0,3;3;12;21;;;;8;0;-0,8;35,8;17;2;11,8;10;40;1;5;7;2;14;-0,87;-0,66
Javi Galán;ESP;DF;Real Sociedad;LaLiga;28;14;16;12;10;1,8;60;13;5;1075;11,9;0;39;1;0;0;0;3;0;0,1;0,7;46;45;70;;62500;3250000;0;;0;55,3;4;2;50;5;80;0;1;3;2;1;0,32;1,37
Iñigo Ruiz de Galarreta;ESP;CC;Athletic Club;LaLiga;29;29;19;11;8;1,79;68;25;4;2091;23,2;1;37;1;1;0;0;7;0;0,3;2,3;26;147;36;;14615;760000;11;0,09;0,7;49,8;33;22;66,7;49;49;5;12;17;44;19;1,14;0,71
Anthony Elanga;SWE;DL;Nott'ham Forest;PremierLeague;21;36;9;9;20;0,97;32;25;11;2433;27;5;67;9;5;0;0;1;0;6,6;6,7;98;49;196;20;25000;1300000;54;0,09;-1,6;40,6;76;28;36,8;37;45,9;2;8;20;40;47;0,74;0,22
Dani García;ESP;CC;Athletic Club;LaLiga;33;17;19;11;8;1,71;68;7;10;745;8,3;1;37;0;1;0;0;4;0;0,8;0,2;3;36;4;2;53269;2770000;6;0,17;0,2;49,8;3;3;100;24;50;3;8;11;7;11;-1,43;-1,18
Anthony Lozano;HON;CC;Getafe;LaLiga;30;6;10;13;15;0,33;43;0;6;92;1;0;54;0;0;0;0;1;0;0,2;0,3;0;1;6;1,5;13462;700000;4;0;-0,2;44,8;4;1;25;1;0;0;0;1;1;4;-2,69;-2,06
David García;ESP;DF;Osasuna;LaLiga;29;27;12;9;17;1,3;45;27;0;2334;25,9;0;56;1;0;0;0;5;0;1;1,3;21;133;4;20;15385;800000;15;0;-1;47,5;4;3;75;26;61,5;19;18;115;28;35;0,06;0,69
Paulo Gazzaniga;ARG;PO;Girona;LaLiga;31;38;25;6;7;2,13;81;38;0;3420;38;0;46;0;0;0;0;2;0;0;0,7;0;0;0;6;16538;860000;0;;0;56,9;6;6;100;4;50;0;0;12;85;46;;
Anthony Martial;FRA;DL;Manchester Utd;PremierLeague;27;13;18;6;14;1,38;60;5;8;448;5;1;58;0;1;0;0;0;0;1,2;0,2;6;12;36;5;250000;13000000;6;0,17;-0,2;50,6;6;2;33,3;1;100;0;0;3;11;6;1,19;0,27
Antoine Semenyo;GHA;DL;Bournemouth;PremierLeague;23;33;13;9;16;1,39;48;25;8;2105;23,4;8;67;2;8;0;0;6;0;4,6;3,2;89;64;188;10;20000;1040000;70;0,11;3,4;44,4;116;50;43,1;27;33,3;2;6;21;41;33;1,78;0,74
Fran Garcia;ESP;DF;Real Madrid;LaLiga;23;25;29;8;1;2,48;95;15;10;1398;15,5;1;26;5;1;0;0;2;0;0,5;2,4;53;60;139;;100192;5210000;9;0,11;0,5;59,2;18;8;44,4;31;41,9;3;19;28;34;15;-0,65;-0,31
Antonee Robinson;USA;DF;Fulham;PremierLeague;25;37;13;8;17;1,19;47;37;0;3265;36,3;0;61;6;0;0;0;6;0;0,7;4,2;99;129;194;30;50000;2600000;16;0;-0,7;50,6;81;37;45,7;110;47,3;8;80;117;52;60;-1,38;-0,87
David López;ESP;DF;Girona;LaLiga;33;25;25;6;7;;81;25;0;1965;21,8;3;46;0;3;0;0;4;0;2,1;0,2;15;54;1;3;72115;3750000;16;0,19;0,9;56,9;9;5;55,6;22;77,3;19;20;63;;;;
Raúl García;ESP;DL;Athletic Club;LaLiga;37;20;19;11;8;1,8;68;1;19;420;4,7;1;37;0;1;0;0;3;0;0,9;0;4;19;15;1;11538;600000;10;0,1;0,1;49,8;5;2;40;9;44,4;1;3;9;8;3;0,5;-0,27
Juanpe;ESP;DF;Girona;LaLiga;32;17;25;6;7;1,94;81;6;11;746;8,3;0;46;0;0;0;0;4;0;0,2;0;3;14;0;1;11538;600000;4;0;-0,2;56,9;2;1;50;10;90;11;7;50;10;15;-2,08;-1
Rubén García;ESP;DL;Osasuna;LaLiga;30;30;12;9;17;1;45;19;11;1547;17,2;3;56;2;3;0;0;1;0;2,3;3,3;16;59;117;2,5;22115;1150000;28;0,11;0,7;47,5;31;18;58,1;33;39,4;3;12;23;18;26;-0,32;-0,25
Antonio Puertas;ESP;CC;Granada;LaLiga;31;27;4;9;25;0,39;21;6;21;730;8,1;0;79;2;0;0;2;3;1;3,2;0,6;18;22;46;1,5;12308;640000;17;0;-3,2;45,6;31;15;48,4;15;40;0;6;4;14;23;-0,04;0,23
Antonio Raillo;ESP;DF;Mallorca;LaLiga;31;26;8;16;14;1,15;40;25;1;2195;24,4;3;44;2;3;0;0;6;1;1,4;2;24;80;4;;16923;880000;29;0,1;1,6;45;2;1;50;23;73,9;30;37;104;21;25;0,35;0,2
Unai García;ESP;DF;Osasuna;LaLiga;31;9;12;9;17;0,9;45;6;3;560;6,2;1;56;0;1;0;0;6;1;0,1;0;2;12;1;1,5;10192;530000;2;0,5;0,9;47,5;1;0;0;10;50;1;8;18;6;12;-0,81;-0,82
Antonio Sánchez;ESP;CC;Mallorca;LaLiga;26;29;8;16;14;1,21;40;21;8;1452;16,1;3;44;1;3;0;0;3;0;2,5;0,8;35;57;61;2,5;7500;390000;23;0,13;0,5;45;26;14;53,8;32;34,4;5;13;13;16;18;0,29;-0,15
Antonio Sivera;ESP;PO;Alavés;LaLiga;26;34;12;10;16;1,21;46;34;0;3060;34;0;46;0;0;0;0;3;0;0;0,1;0;0;0;3;16923;880000;0;;0;41,8;0;0;;1;0;0;0;17;32;38;0,82;-0,25
Antony;BRA;DL;Manchester Utd;PremierLeague;23;29;18;6;14;1,41;60;15;14;1324;14,7;1;58;1;1;0;0;5;0;3,4;2,8;53;64;149;25;200000;10400000;43;0,02;-2,4;50,6;71;26;36,6;40;50;1;12;9;20;26;-0,62;0,55
David Gil;ESP;PO;Cádiz;LaLiga;29;5;6;15;17;0,6;33;4;1;372;4,1;0;55;0;0;0;0;1;0;0;0;0;0;0;0,8;6346;330000;0;;0;43,3;0;0;;1;0;0;0;3;3;8;-0,5;-0,83
Maxi Gómez;URU;DL;Cádiz;LaLiga;26;31;6;15;17;0,81;33;12;19;1163;12,9;0;55;0;0;0;0;2;0;1,6;0,6;13;11;54;3;70192;3650000;16;0;-1,6;43,3;11;4;36,4;5;60;3;3;3;6;21;-0,6;-0,3
Iván Martín;ESP;CC;Girona;LaLiga;24;36;25;6;7;2,25;81;33;3;2729;30,3;5;46;4;5;0;0;5;0;2,9;3,4;84;143;109;10;10577;550000;19;0,26;2,1;56,9;59;39;66,1;57;38,6;3;21;14;71;35;0,8;0,31
Moi Gómez;ESP;CC;Osasuna;LaLiga;29;28;12;9;17;1,14;45;23;5;2006;22,3;3;56;0;3;0;0;3;0;1,7;0,9;36;127;69;5;17308;900000;19;0,16;1,3;47,5;29;17;58,6;24;37,5;1;11;22;26;30;0,27;0,39
Aridane Hernández;ESP;DF;Rayo Vallecano;LaLiga;34;19;8;14;16;1,11;38;19;0;1690;18,8;0;48;0;0;0;0;3;0;0,3;0;0;21;0;0,8;8846;460000;5;0;-0,3;49,4;3;1;33,3;11;36,4;14;14;98;17;26;0,04;0,21
Unai Gómez;ESP;CC;Athletic Club;LaLiga;20;25;19;11;8;1,92;68;9;16;875;9,7;2;37;0;2;0;0;1;0;1,5;0,7;20;28;48;2;5769;300000;16;0,13;0,5;49,8;29;12;41,4;10;50;2;2;9;17;11;-0,02;-0,02
Arijanet Muric;KVX;PO;Burnley;PremierLeague;24;10;5;9;24;1;24;10;0;900;10;0;78;0;0;0;0;0;0;0;0,2;0;1;0;;25000;1300000;0;;0;47,4;0;0;;1;100;0;0;10;14;16;1,05;0,26
Édgar González;ESP;DF;Almería;LaLiga;26;31;3;12;23;0,58;21;30;1;2522;28;2;75;0;2;0;0;7;1;2,3;0,3;6;72;6;;23077;1200000;13;0,15;-0,3;46,4;11;7;63,6;49;51;28;38;130;25;52;-0,46;-0,56
Pablo Torre;ESP;CC;Girona;LaLiga;20;26;25;6;7;2,08;81;4;22;701;7,8;0;46;2;0;0;0;1;0;0,8;0,9;25;65;40;2;;;13;0;-0,8;56,9;19;6;31,6;10;40;2;4;6;14;10;-0,64;-0,53
Fabio González;ESP;CC;Las Palmas;LaLiga;26;6;10;10;18;0,83;40;1;5;123;1,4;0;47;0;0;0;0;1;0;0;0;0;9;2;;2308;120000;0;;0;59,2;1;1;100;2;50;0;0;0;2;1;1,14;0,58
Armando Broja;ALB;DL;Chelsea;PremierLeague;21;13;18;9;11;1,69;63;6;7;454;5;1;63;0;1;0;0;0;0;2,4;0,2;11;6;37;22;40000;2080000;0;;0;58,6;31;13;41,9;2;50;1;0;3;8;5;0,26;0,61
Giovanni González;URU;DF;Mallorca;LaLiga;28;34;8;16;14;1,06;40;27;7;2464;27,4;1;44;1;1;0;0;6;0;0,5;1,4;28;91;95;3;15385;800000;14;0,07;0,5;45;30;15;50;81;49,4;3;31;60;21;29;-0,01;0,36
Hugo González;ESP;CC;Valencia;LaLiga;20;9;13;10;15;1,22;49;0;9;87;1;0;45;1;0;0;0;0;0;0;0,5;2;2;7;;;;1;0;0;44,3;2;0;0;0;;0;0;0;1;1;0,14;0,64
Arnau Martinez;ESP;DF;Girona;LaLiga;20;21;25;6;7;2,33;81;14;7;1241;13,8;0;46;2;0;0;0;5;0;0,2;1,4;29;68;16;;7692;400000;1;0;-0,2;56,9;7;3;42,9;32;46,9;5;10;41;26;14;-0,24;-0,48
Arnau Puigmal;ESP;DL;Almería;LaLiga;22;11;3;12;23;0,27;21;3;8;255;2,8;0;75;0;0;0;0;3;0;0;0,3;4;8;17;;3269;170000;0;;0;46,4;7;2;28,6;3;33,3;0;3;2;4;4;0,91;-0,46
Cristhian Stuani;URU;DL;Girona;LaLiga;36;31;25;6;7;2,1;81;5;26;804;8,9;9;46;3;9;0;0;6;0;9,6;1,9;3;5;24;2;23077;1200000;34;0,26;-0,6;56,9;5;1;20;7;57,1;2;5;13;24;10;0,71;0,12
Urko González;ESP;CC;Real Sociedad;LaLiga;22;5;16;12;10;1,4;60;2;3;156;1,7;0;39;0;0;0;0;1;0;0,1;0;1;6;1;;;;2;0;-0,1;55,3;2;1;50;2;100;0;1;6;3;3;-0,33;-0,35
Arnaut Danjuma;NED;CC;Everton;PremierLeague;26;14;13;9;16;0,43;42;5;9;595;6,6;1;51;0;1;0;0;0;0;2,6;1,1;24;9;44;15;52500;2730000;25;0,04;-1,6;40,8;21;8;38,1;4;25;0;3;0;3;10;-0,93;-0,18
Pablo Gozalbez;ESP;CC;Valencia;LaLiga;22;5;13;10;15;2;49;1;4;103;1,1;0;45;0;0;0;0;0;0;0;0;0;0;5;;;;1;0;0;44,3;3;0;0;6;16,7;0;1;2;2;2;0,14;-0,64
Mason Greenwood;ENG;CC;Getafe;LaLiga;21;33;10;13;15;1,18;43;30;3;2662;29,6;8;54;6;6;2;3;6;1;8,8;4,6;127;89;239;15;28846;1500000;99;0,06;-0,8;44,8;139;72;51,8;21;19;0;4;4;36;42;0,51;0,47
Arthur Vermeeren;BEL;CC;Atlético Madrid;LaLiga;18;5;24;4;10;1,8;76;2;3;162;1,8;0;43;0;0;0;0;2;0;0;0,1;2;7;7;;60192;3130000;0;;0;50,8;1;0;0;1;0;0;6;2;3;2;-0,16;0,23
Vicente Guaita;ESP;PO;Celta Vigo;LaLiga;36;27;10;11;17;1,15;41;26;1;2403;26,7;0;57;0;0;0;0;2;0;0;0;0;0;0;1;46154;2400000;0;;0;46,1;0;0;;2;50;0;0;9;32;39;0,09;-0,12
Asier Villalibre;ESP;DL;Athletic Club;LaLiga;25;18;19;11;8;1,72;68;4;14;513;5,7;2;37;1;2;0;0;0;0;1,7;1;6;10;29;2;34038;1770000;12;0,17;0,3;49,8;11;4;36,4;2;100;1;0;6;9;7;-0,33;-0,15
Sergi Guardiola;ESP;DL;Cádiz;LaLiga;32;22;6;15;17;0,73;33;1;21;495;5,5;1;55;1;1;0;0;1;0;1,8;0,8;10;19;32;1;7500;390000;14;0,07;-0,8;43,3;14;7;50;9;44,4;0;0;4;6;7;0,68;0,22
Nemanja Gudelj;SRB;DF;Sevilla;LaLiga;31;22;10;11;17;1,05;41;20;2;1742;19,4;1;54;1;1;0;0;7;0;0,8;0,4;23;73;5;;78846;4100000;19;0,05;0,2;50,3;6;4;66,7;31;54,8;9;27;56;29;24;0,85;0,12
Iñigo Lekue;ESP;DF;Athletic Club;LaLiga;30;27;19;11;8;1,89;68;22;5;2002;22,2;0;37;2;0;0;0;4;0;0,2;1,1;44;119;35;5;19231;1000000;5;0;-0,2;49,8;44;18;40,9;53;50,9;6;15;50;34;23;-0,33;-0,11
Gonçalo Guedes;POR;DL;Villarreal;LaLiga;26;17;14;11;13;1,82;53;9;8;951;10,6;3;65;2;3;0;0;0;0;2,3;1,5;38;50;88;;103846;5400000;26;0,12;0,7;49,6;15;10;66,7;7;28,6;0;2;3;24;16;1,05;0,08
Auston Trusty;USA;DF;Sheffield Utd;PremierLeague;24;32;3;7;28;0,38;16;28;4;2572;28,6;0;104;0;0;0;0;4;0;0,4;1,1;10;40;15;7;25000;1300000;8;0;-0,4;35,8;12;6;50;43;48,8;22;35;153;22;81;-1;0,31
Javier Guerra;ESP;CC;Valencia;LaLiga;20;36;13;10;15;1,25;49;28;8;2498;27,8;4;45;1;4;0;0;3;1;2,7;0,9;47;81;68;;;;42;0,1;1,3;44,3;78;38;48,7;58;37,9;7;18;44;28;34;-0,31;-0,06
Óscar de Marcos;ESP;DF;Athletic Club;LaLiga;34;28;19;11;8;1,75;68;26;2;2258;25,1;1;37;5;1;0;0;5;0;0,6;3,1;51;143;125;2;34615;1800000;5;0,2;0,4;49,8;22;6;27,3;71;59,2;6;15;44;46;27;0,37;-0,32
Axel Disasi;FRA;DF;Chelsea;PremierLeague;25;31;18;9;11;1,52;63;29;2;2579;28,7;2;63;0;2;0;0;6;0;2,4;0,3;30;112;21;30;80000;4160000;16;0,13;-0,4;58,6;22;12;54,5;30;76,7;19;18;102;50;50;-1,5;0,08
Hugo Guillamón;ESP;CC;Valencia;LaLiga;23;26;13;10;15;1,5;49;12;14;1315;14,6;1;45;0;1;0;0;7;0;0,2;0,4;6;65;10;14;36923;1920000;3;0,33;0,8;44,3;2;2;100;17;64,7;3;12;25;15;19;-0,23;-0,42
Gerard Gumbau;ESP;CC;Granada;LaLiga;28;35;4;9;25;0,51;21;31;4;2674;29,7;0;79;3;0;0;0;12;0;1,8;4;20;135;29;3;12500;650000;45;0;-1,8;45,6;18;10;55,6;62;37,1;5;25;30;30;65;-0,45;-0,31
Mikel Vesga;ESP;CC;Athletic Club;LaLiga;30;27;19;11;8;1,78;68;18;9;1534;17;3;37;1;1;2;2;2;0;2,7;1,2;10;88;29;5;40000;2080000;17;0,06;0,3;49,8;12;2;16,7;49;38,8;7;32;35;26;18;-0,29;-0,16
Jon Guridi;ESP;CC;Alavés;LaLiga;28;36;12;10;16;1,28;46;34;2;2678;29,8;3;46;4;3;0;0;2;0;4;3,5;30;117;92;9;8846;460000;36;0,08;-1;41,8;38;14;36,8;45;26,7;3;22;22;30;32;0,9;0,57
Munir El Haddadi;MAR;DL;Las Palmas;LaLiga;27;38;10;10;18;1,05;40;32;6;2449;27,2;3;47;2;3;0;1;3;0;4,3;1,9;26;78;167;2;33654;1750000;42;0,07;-1,3;59,2;61;21;34,4;38;44,7;1;11;16;24;30;0,52;-0,03
Iker Muniain;ESP;CC;Athletic Club;LaLiga;30;20;19;11;8;1,8;68;5;15;594;6,6;2;37;0;2;0;0;1;0;1,7;0,4;18;43;50;3;42308;2200000;13;0,15;0,3;49,8;31;13;41,9;3;33,3;1;0;0;12;14;-1,13;0,01
Ianis Hagi;ROU;CC;Alavés;LaLiga;24;22;12;10;16;0,82;46;8;14;804;8,9;0;46;2;0;0;1;3;0;2,8;2;17;32;58;;28846;1500000;26;0;-2,8;41,8;27;14;51,9;12;41,7;0;5;4;4;13;-0,97;0,09
Ben Chilwell;ENG;DF;Chelsea;PremierLeague;26;13;18;9;11;1,23;63;9;4;756;8,4;0;63;1;0;0;0;5;0;1,2;2,2;22;25;59;28;200000;10400000;12;0;-1,2;58,6;19;7;36,8;8;62,5;3;4;19;13;14;-0,63;-0,17
Ben Davies;WAL;DF;Tottenham;PremierLeague;30;17;20;6;12;1,82;66;12;5;1090;12,1;1;61;0;1;0;0;2;0;2,3;0,4;13;71;20;10;80000;4160000;12;0,08;-1,3;61,6;10;4;40;21;76,2;15;10;35;25;21;-0,02;-0,15
Javi Hernández;ESP;DF;Cádiz;LaLiga;25;30;6;15;17;1;33;28;2;2514;27,9;1;55;2;1;0;0;10;0;1,4;2,1;40;94;57;0,8;3654;190000;30;0,03;-0,4;43,3;32;13;40,6;46;54,3;9;19;72;23;42;0,31;0,06
Ben Godfrey;ENG;DF;Everton;PremierLeague;25;15;13;9;16;1,07;42;13;2;1120;12,4;0;51;0;0;0;0;2;0;1,7;0,3;11;43;26;7;75000;3900000;15;0;-1,7;40,8;14;5;35,7;28;53,6;8;16;57;12;13;0,31;-0,06
Luis Hernández;ESP;DF;Cádiz;LaLiga;34;9;6;15;17;1;33;8;1;723;8;1;55;0;1;0;0;4;0;1;0,4;2;31;1;1;12115;630000;1;1;0;43,3;0;0;;8;50;2;8;25;6;13;-0,14;-0,21
Ben Johnson;ENG;DF;West Ham;PremierLeague;23;14;14;10;14;1,14;52;4;10;544;6;0;74;0;0;0;0;1;0;0,2;0;17;22;33;;20000;1040000;6;0;-0,2;41,1;25;11;44;14;64,3;1;5;14;5;16;-1,73;-0,42
Jorge Herrando;ESP;DF;Osasuna;LaLiga;22;19;12;9;17;1,05;45;18;1;1644;18,3;0;56;1;0;0;0;4;0;0,4;0,2;3;35;1;;3846;200000;4;0;-0,4;47,5;2;2;100;19;63,2;11;15;69;21;26;0,03;-0,27
Ben Mee;ENG;DF;Brentford;PremierLeague;33;16;10;9;19;0,81;39;15;1;1272;14,1;2;65;0;2;0;0;1;1;1,5;0,3;11;49;9;3;55000;2860000;10;0,2;0,5;45,2;6;3;50;22;77,3;13;13;63;16;26;-0,75;-0,68
Cristian Herrera;ESP;DL;Las Palmas;LaLiga;32;8;10;10;18;1,88;40;1;7;166;1,8;1;47;0;1;0;0;1;0;0,9;0;2;8;16;0,5;6731;350000;1;1;0,1;59,2;2;1;50;2;50;0;0;2;3;4;-0,18;-0,34
Ben Osborn;ENG;DF;Sheffield Utd;PremierLeague;28;24;3;7;28;0,42;16;14;10;1367;15,2;0;104;2;0;0;0;3;0;0,2;0,9;16;55;44;1;20000;1040000;4;0;-0,2;35,8;14;7;50;17;47,1;2;8;30;19;40;0,72;0,57
Sergio Herrera;ESP;PO;Osasuna;LaLiga;30;32;12;9;17;1,34;45;32;0;2869;31,9;0;56;0;0;0;0;2;0;0;0;0;1;0;4;18269;950000;0;;0;47,5;0;0;;3;66,7;0;0;22;41;47;0,63;0,36
Juan Herzog;ESP;DF;Las Palmas;LaLiga;20;4;10;10;18;1,5;40;3;1;292;3,2;2;47;0;2;0;0;1;0;0,7;0;0;3;0;;;;3;0,67;1,3;59,2;1;1;100;6;50;1;2;17;6;5;0,74;-1,1
Martin Hongla;CMR;CC;Granada;LaLiga;25;13;4;9;25;0,69;21;6;7;562;6,2;0;79;0;0;0;0;0;0;0,2;0;3;16;5;2;16346;850000;3;0;-0,2;45,6;3;0;0;9;33,3;3;6;13;5;16;-0,82;-0,54
